Em	354	0.194254861	0.01208192	0.199434895	0.097191954	0.00363215	0
Em	356	0.190435391	0.011070532	0.20120021	0.099072923	0.008742532	0
Em	358	0.185477313	0.010513805	0.201140294	0.103434874	0.01372174	0
Em	360	0.179755761	0.009643565	0.20060453	0.106375353	0.019265541	0
Em	362	0.173097686	0.009636315	0.19920768	0.109197849	0.025235058	0
Em	364	0.166503077	0.008928425	0.196282012	0.111834329	0.0318317	0
Em	366	0.158695345	0.009215276	0.191956203	0.114524399	0.036723332	0
Em	368	0.151188317	0.008742086	0.187665306	0.116768497	0.043341294	0
Em	370	0.14313929	0.008745424	0.181549421	0.120006774	0.049692251	0
Em	372	0.134908621	0.00865845	0.17525136	0.122377042	0.055737265	0
Em	374	0.127015588	0.008391083	0.168684183	0.124225935	0.06307482	0
Em	376	0.11873928	0.008275454	0.161102576	0.12709363	0.071692167	0
Em	378	0.110715649	0.008460451	0.153767204	0.128974562	0.078917493	0
Em	380	0.103123566	0.008204256	0.146007047	0.130801358	0.085110569	0
Em	382	0.095737063	0.008363175	0.138003632	0.132463802	0.09816878	0
Em	384	0.088886057	0.008150255	0.130883726	0.133578986	0.108513446	0
Em	386	0.082181171	0.00826403	0.12318339	0.135912135	0.115643736	0
Em	388	0.075978107	0.008172575	0.115540181	0.137094112	0.123183207	0.004182323
Em	390	0.070377708	0.007990618	0.108710832	0.138443188	0.132555429	0.006456448
Em	392	0.064939418	0.007950443	0.101770089	0.138867752	0.140864823	0.012891382
Em	394	0.059908582	0.007630009	0.095249245	0.139441189	0.146941852	0.018432871
Em	396	0.055290234	0.007415397	0.089046711	0.139796167	0.153156023	0.022942823
Em	398	0.050838868	0.007062045	0.082856823	0.13991817	0.158031602	0.029052631
Em	400	0.046851724	0.006675965	0.077433957	0.139607691	0.16190006	0.034252302
Em	402	0.042974713	0.006416708	0.071880313	0.139065955	0.165623554	0.040284308
Em	404	0.039351781	0.005978184	0.066669077	0.138922877	0.168547157	0.045584846
Em	406	0.035962571	0.005539731	0.061835804	0.138406857	0.170902324	0.053024212
Em	408	0.033123185	0.004895296	0.057118563	0.137928115	0.172704793	0.05979195
Em	410	0.030210131	0.004721123	0.05259005	0.137490318	0.174056852	0.066893568
Em	412	0.027625605	0.004384215	0.04865629	0.136833496	0.1742292	0.07323867
Em	414	0.025124595	0.003914048	0.044518026	0.135399507	0.173250298	0.0809638
Em	416	0.023020309	0.003255919	0.040603068	0.133353476	0.171485529	0.087081327
Em	418	0.021024128	0.002830236	0.037034177	0.131741778	0.169077313	0.092282273
Em	420	0.019117303	0.002429186	0.033582392	0.130088356	0.166539673	0.096417926
Em	422	0.01756045	0.001878785	0.030737345	0.127482933	0.16446573	0.103899861
Em	424	0.016023613	0.001625428	0.027849267	0.125592804	0.161178125	0.109134564
Em	426	0.014654418	0.001208856	0.02514876	0.124016852	0.158206746	0.113065372
Em	428	0.013470224	0.00079112	0.023105953	0.121855101	0.155910226	0.120711914
Em	430	0.012486541	0.000504628	0.020962305	0.120727853	0.153133579	0.124033274
Em	432	0.011472802	0.000170087	0.019121942	0.119296272	0.150336208	0.129383191
Em	434	0.010588402	0	0.017509531	0.117338894	0.147896918	0.135875912
Em	436	0.009726731	0	0.015723001	0.116379637	0.144764267	0.139378295
Em	438	0.008891318	0	0.014289737	0.114819091	0.141671521	0.143788039
Em	440	0.008197676	0	0.012913104	0.113433399	0.138649696	0.145869239
Em	442	0.007467376	0	0.01154218	0.111310833	0.135275469	0.151110622
Em	444	0.006784557	0	0.010357343	0.109624098	0.131674113	0.154362543
Em	446	0.006130019	0	0.00919581	0.108087771	0.128034974	0.156060177
Em	448	0.005614428	0	0.008291422	0.105875952	0.124653377	0.15880552
Em	450	0.005093836	0	0.007472944	0.104180802	0.120995389	0.159701058
Em	452	0.004678212	0	0.006522229	0.10220052	0.117464712	0.161222386
Em	454	0.004224771	0	0.005831656	0.100132168	0.114055703	0.162252199
Em	456	0.003835319	0	0.005054303	0.09809994	0.110739745	0.161890566
Em	458	0.003483226	0	0.004540952	0.095962765	0.107115634	0.1621839
Em	460	0.003136053	0	0.004021093	0.09379825	0.103722984	0.161641922
Em	462	0.002801681	0	0.003531785	0.091654546	0.100209353	0.160651931
Em	464	0.002532982	0	0.003082858	0.089253669	0.096716746	0.159586944
Em	466	0.002254017	0	0.002681618	0.086721813	0.093098097	0.15732426
Em	468	0.001990771	0	0.002276636	0.084176929	0.08948703	0.15547394
Em	470	0.00180067	0	0.001888032	0.081509662	0.085812152	0.153123515
Em	472	0.001566996	0	0.001642141	0.078931143	0.082404593	0.1501498
Em	474	0.001348097	0	0.00136044	0.0760395	0.07879824	0.147963495
Em	476	0.001154847	0	0.00124344	0.073018033	0.075001296	0.144505978
Em	478	0.000961747	0	0.001056119	0.07054016	0.071686926	0.140895858
Em	480	0.000831472	0	0.000829904	0.067878707	0.068549624	0.137366508
Em	482	0.000664928	0	0.000736742	0.065030379	0.065316639	0.134756735
Em	484	0.000451563	0	0.000682438	0.062653	0.06212371	0.132284416
Em	486	0.000389599	1.17249E-06	0.000475866	0.06010184	0.05914204	0.128077972
Em	488	0.000263999	2.77021E-05	0.000395813	0.057404795	0.056223565	0.125596394
Em	490	9.59304E-05	0.000200098	0.000267342	0.055044705	0.053594396	0.122040998
Em	492	0	0.000330881	0.000265856	0.052708528	0.05118033	0.118037969
