Beer	Fmax1	Fmax2	Fmax3	Fmax4	Fmax5	Fmax6	Fmax7	Fmax8
TdDSangdEncre100x	1426.0905669835	5316.51966311842	3367.8890406777	1410.93426734392	954.596604131929	521.146394521366	457.971940537639	85.141828789792
BilboquetPeaudOurs50x	3563.78341214798	3947.9589744883	1176.90546442206	671.294141164683	495.782187909813	342.948107254201	250.045157937251	185.281882554153
MilleIlesAPA50x	2105.52551759235	4019.37956028347	962.758871295306	425.022629411213	288.379280386014	409.19595100657	125.232809155959	180.937611058131
AvantGardePerduDansMalle50x	5836.97949537761	7288.83519040259	1008.96553169737	394.578157855898	297.001701590496	470.442510123691	165.342131806311	254.842269781976
LeCastorSessionHoublon50x	2731.39498791354	3377.17421259098	962.748083436471	475.268100052247	407.899216727057	360.337878992358	184.779429523063	198.312586542483
BittATibiKristalWhite25x	2528.1380533299	3042.35991807084	2444.56658950183	258.985513220014	212.759298471565	366.234220148992	75.8673529184168	116.787357768886
AbriTempeteTerreFerme25x	5960.74459811143	4274.99842285597	0	510.772514097797	609.454731664439	739.721147714795	210.957727841866	277.824569251826
LSJTanteTricotante50x	3866.45316894577	3586.24440651205	1545.62880101263	256.905024139664	167.472793011311	290.480262036288	75.2227899078656	197.202060336265
NaufrageurBrigantin50x	4279.79519929125	8553.16624629312	3113.8776248289	1491.5344859318	1431.16477404867	1254.61992540688	493.323882901132	419.578536398874
SaisonRosemont50x	2306.19318686074	3554.64203972323	905.514994708865	199.251338602275	97.1103157282053	286.435210440933	51.751916029021	122.58492750877
DomaineBerthiaumeLEauClaire50x	2846.34621175864	4494.31384534734	1215.11510359388	559.766005273139	405.055201209154	510.499946910531	152.178054017368	264.624945715583
DDCPtitBlanc50x	795.714195287682	2242.09295576192	4952.0249464296	313.508422773383	163.130134857987	91.8238977487377	89.9038013875588	173.410861544198
NouvelleFranceAmbreeDeSarrasin50x	3030.11406222596	3273.02830823507	629.247730491415	428.471039431682	418.045421491851	374.570986729051	168.440185120109	236.139658553474
BVMBlonde25x	2480.49091555514	3036.41280374259	969.047478153983	283.860254295516	172.076848635647	114.858136807524	75.0732962862436	149.27893052025
McAuslanBlonde25x	968.600045134102	3875.53319383396	4367.16021723881	486.092075569357	460.391706992104	151.647584819793	200.842271990697	223.352199875504
McAuslanIPA50x	1368.25143359571	4857.79232572917	4287.48334557643	577.398466623993	497.010256431316	386.113218457095	202.897330618411	258.536115068745
UnibroueBlancheChambly25x	1078.81037664146	3309.1949372763	4428.28091295049	278.86180880009	261.135476535508	144.273086382572	88.711525525436	166.853497602618
CanoePaleAle50x	3694.75436330415	4249.97763611712	1240.35646568135	869.29607866119	769.597045922524	622.67781878039	328.006988864799	185.820473547061
PhilipsCitriCity50x	3605.24740936931	4521.33308241744	1093.28000064337	532.981549498927	417.429091268842	329.440472177501	187.949037763733	183.43950129364
PhilipsHopCircle50x	3441.06990004349	5100.0270824813	1083.36364271795	619.904902444699	473.881478244416	387.336788804243	206.899617716597	231.343978337058
PhilipsLongboat50x	587.783664510297	3080.21219398132	3186.19975141039	1059.02651283407	715.487355610882	355.524077617118	368.359495876217	97.6333599838964
CharlevoixImperialeStout100x	2681.26606626531	4558.03944908724	1880.33577815577	1459.49080254419	966.228418829049	495.248553691697	511.21634180314	76.710869509032
BorealeCuivree50x	4780.21532058286	7647.65795471559	1632.54341843037	573.472202734089	425.207390835842	210.470059832151	175.68986023065	221.96533236778
SuttonBlackLynx100x	2505.8955080436	5191.0460286117	2957.47432875917	2220.25354970475	1389.92853206175	717.260493906457	731.113141650551	0
RiverbendPorter100x	0	2998.36113936628	3690.80126819748	1384.71629432722	1006.89591816322	504.942193663497	490.111492506352	112.914144486405
EspacePubliqueBalconFut50x	1596.25251030053	2193.84101621823	1019.16051525896	125.109138120217	82.3956186446421	90.4687822137528	46.8510081105665	98.0901246315629
LTMStickaltFut50x	2096.58680026643	4978.29872517808	1921.60913542459	1264.17109567501	1075.82097878681	666.402359823291	549.294212511039	173.122153854206
TdDSaisonDuTracteur50x	3883.68747839738	4588.47163735432	855.168614601777	291.700621980712	228.601211911647	371.978683054013	100.397650341572	153.996096714429
CanoeNWAmberAle50x	3366.93788011887	4719.57512604277	1270.98019343093	1062.95317702973	978.412392037863	898.008055850295	417.001413418041	159.534708247006
FramptonBrasseSieurLery25x	4349.92968644037	5090.13548764899	517.347260760168	309.61585565489	317.345560593822	329.19882692987	99.9869187873582	190.251603029411
NaufrageurColborne50x	2929.87823792543	4432.71812303906	1506.52820816859	977.575755788584	840.066803066143	740.664703421237	348.000169324781	160.748748740838
GrimoireVitale50x	2014.06888278924	3227.45002695736	999.556913965541	311.450737900259	264.0514793877	150.179834381329	124.83082681401	212.043628738895
LoupRougeWitbier50x	675.44315845591	3487.48549748786	8771.83239171396	390.508311971628	270.6638361244	0	104.741916544907	158.986730061331
GlutenbergAPAFut50x	375.408841079838	1730.78938595131	872.786364052491	311.83328775615	198.599622204981	344.260735143789	103.063357257982	192.360250134306
CanoeWhiteIPA50x	5314.30085857772	4190.37751778497	473.310180242686	343.693586331331	266.583386495251	563.742725275606	97.6746669299273	201.451328010369
MillesIlesBestBitterFut50x	573.660337216796	2723.24892666347	3712.41561530345	530.861947175852	386.481553398878	199.551575972518	192.140106680472	135.324088760234
PhillipsBlueBuck50x	2803.4091699605	3984.86216902231	1158.06320202677	627.64751573626	522.863331768801	358.655420155978	264.96303406242	184.112107452556
HelmFairmount50x	722.120140114974	4000.43645663879	4188.30203905901	612.326595805917	488.43053180837	764.461516260248	179.903706018231	234.060095684792
HelmBloomfield50x	3185.64465337017	4131.92834709245	1068.63859386071	393.070430963686	240.51870721594	599.413068487614	89.3566061358713	173.520605009848
HelmSurelabrosse25x	1573.0702283473	4482.59481132041	4850.20053945109	185.261651504361	170.999017984679	0	108.466319846068	210.421920190087
SpinIPA50x	2255.97214140252	4707.29485170321	2087.95990035638	454.642954584849	313.002944884261	273.972005687735	120.860471387241	153.461769070803
HelmMildThing100x	0	2005.72271783671	2730.33218542246	713.321741667324	428.806177641371	230.70220151974	233.359319726835	44.2781022845793
HelmSmash50x	3675.85650783355	4069.49506290304	417.584879226967	321.219323863618	213.209154440186	267.907228068802	88.9510186287742	118.680621983765
HelmEsplanade50x	1779.10104880944	4521.74725464049	2498.09813272944	444.950830467755	277.567945714949	485.599158791376	98.5590384930496	207.646940525617
HelmCasgrainator50x	5247.4187749558	6392.25181606987	1672.11629420487	1171.23238459869	1025.6266340389	791.52004894242	412.338651374364	256.882794997378
HoperaBrownAle50x	3957.42772251651	4331.52067341953	1358.54128806527	1278.08778916321	1071.10738640768	565.959191555047	546.970968139043	202.857905114066
LDFImperialIPA50x	1250.90186891096	4908.44528193963	4435.56031550163	981.21124093265	803.337152678673	389.355263252545	366.483479249513	244.381183810355
BittATibiPaleAle50x	3621.98286582446	4987.27205316129	1320.02943047888	709.774435490743	601.543048590103	344.708070931326	282.667829314912	171.56426646278
MultiBrasseAmoureuse25x	5983.3964851418	3949.22556982863	0	158.614524271603	207.420571050881	475.105273697202	109.705446024567	206.634850286993
LeCastorFarmhouseHoublonSaison50x	2947.91223523206	4677.93568369583	1080.61051313496	477.148885572189	463.552870766575	196.428536462119	191.165816783106	205.357825259104
SpinPaleAle50x	3029.89937313051	4440.45034551482	1217.77675657894	489.332254623369	306.025494799306	270.62792225781	129.219745682609	128.016303732284
ChouapeRousse50x	2400.483485494	3917.79027062127	1496.37183567427	966.129952245534	768.228454611948	506.658717148134	392.457479243601	138.320761569136
CorsairPorter100x	1917.58624360932	4245.01523768118	3133.33677261765	1635.87223577639	1192.56248292218	669.901664528114	629.308469703055	106.891747485828
LeCastorSanctuaire50x	4752.16884026066	6306.65109029799	1322.79866590873	551.052817235432	606.119580771301	384.720416324316	266.917603749386	339.667229669438
DunhamCyclopeTheta50x	3197.31268372028	3852.47843140795	563.21076580692	236.823420605038	127.378589997907	225.284424182866	54.0085241768375	164.392614036446
DunhamPaul50x	3861.8266884392	3994.26951683886	516.356673619405	368.34632905266	297.09762593419	438.411238594594	112.426946613639	165.981479586377
GrimoireGoliath100x	170.145068155856	3255.87238487164	4078.37962158692	860.217306316191	592.64993211248	285.606170887869	318.266233551801	110.363949977714
LTMSaisonBrettFut50x	2704.81571795121	4430.34785891211	1671.06947503157	469.823391866817	431.955873253576	381.511911407249	194.889053865162	276.749284668647
CanoeLager50x	2952.51307932652	4841.98219867536	892.413570381784	462.912657336182	329.489845130255	314.650496710099	127.961566645527	170.68416375383
PhillipsKaleidoscope50x	2409.48985838659	2973.11037984598	890.015214467823	440.692493658643	323.508604553706	265.213585824448	157.435236667536	150.598459612918
BDMBlancheCan35550x	1589.98223363672	4134.18663641169	4952.39286417456	422.698089204485	241.043379605322	161.39576705851	88.5835615322185	161.08840784404
MolsonExport25x	548.178758753338	2178.89401205794	2270.26118835414	246.48276024156	156.099552588103	49.183430062767	67.5344312214678	87.5384644540929
MolsonCoorsLight25x	1130.93552571807	1892.85542097413	495.084389748723	185.208438414019	119.828963020401	94.9126576255063	47.0187455888095	61.2180877744878
MolsonBlackLabel25x	1560.11068195853	2277.53390837197	1018.87772667138	225.63184683628	169.521878241356	89.0613660569572	66.8813930839652	90.3598373042176
LabattBleu25x	2323.88888620316	3419.34909521157	823.701888751694	292.280624515637	244.004013615555	164.584701935028	95.0646639474476	168.569798723013
NaufrageurLEtapeDuPhare50x	2176.49885227936	3834.19260764957	729.084687279312	423.461264840092	313.264558707275	815.644198529948	132.682834441217	160.795641147889
StArnouldVlimeuse50x	5185.51981040058	5716.99585209105	1045.67008820223	938.855933088308	882.515802178158	661.26618400359	364.304572803735	229.911760273425
MonsregiusMeridia50x	6206.11102383228	6418.63827187771	1268.25504311285	747.922643759825	827.688673954641	562.710582799142	320.972158089265	361.368956919257
BittATibiBlonde50x	3669.08187087506	5307.53652567982	1045.47944158233	319.323705291757	186.366080904698	85.0591178800823	75.6468262172985	102.672909199577
PhilipsRaspberryWheat50x	1577.01446019025	2903.13055643694	2013.15426087846	207.800754049408	103.836276111306	59.4938978540333	47.7466988361754	136.011766560497
HelmClark50x	2577.69955870269	3841.96764653173	620.014631553102	237.903585309545	110.787975780387	105.686863909327	58.3429451171258	147.750423922612
PhilipsAnalogue7850x	3256.30333182435	4583.16433183846	841.972262674765	248.799012640943	117.301189584193	37.5377225923083	54.1126216065346	151.045690785407
CanoeBock50x	4401.91296398809	7867.21390915514	2161.23691009645	1462.31610673238	1515.84159231659	1135.01472036922	649.400138454764	353.444931084432
RJCoupGrisou100x	2227.88094617044	3991.43032717925	1014.11603157349	450.912386949698	351.195986756038	1041.54865081338	159.358067985543	250.240673197708
RJCanon100x	4083.81809707755	6650.83750052967	1832.58073120928	1035.58607049831	795.208370640994	470.729845801868	372.415849637148	166.275392247457
RJLochness100x	2744.39269222494	5857.88800309736	3006.35922318468	1695.89393269041	1476.62651136847	1044.24165562082	771.439886876457	248.422981630038
RJChevalBlancDouble100x	4379.85793197602	4282.13222616886	1111.45303251077	406.068906591508	307.434277253737	698.357588894965	121.608143847789	147.5483721204
SleemanOriginale25x	593.195769539756	2152.8335821443	1895.35349469187	262.29063627893	151.749229726057	32.5503376709242	73.3403025632824	85.113405588249
LDFPorterBaltique100x	3265.24099566702	7069.38417196224	3185.42739953521	2142.5368755378	1545.48768081834	815.218232427594	775.496478650717	115.115541298937
LDFBlonde25x	3559.36709050234	3776.99981688784	390.985030985735	276.753245568248	204.449951413351	251.593961078795	60.6097954123569	148.28585136919
ArchibaldJoufflue25x	3232.41596585845	3665.86973050053	1037.48794593118	263.42818372356	180.890356084619	186.619377188049	64.3359014872742	130.899893158849
SMMosaic50x	3230.13904234055	3807.07862084535	1045.38319032958	921.727284188749	379.797932732419	236.895136435265	109.373534853503	126.426810460465
CharlevoixDominusBlanche50x	3456.71496003675	3374.05563613684	1594.55720837362	332.007152330123	117.716354620518	122.550052466506	55.0429688516401	88.4351322283532
LTMSaisonBrett50x	3009.01318826578	4620.88437120965	1807.27131109583	489.704640172215	462.668018108831	404.057784062205	211.959181480227	303.668022695975
JukeboxClassique50x	4317.3843976602	5012.26276522511	918.803802318556	450.558213165365	344.306220720278	256.886951422903	129.024588502837	268.173491281893
SpinPeachHefeweisen50x	2368.45317585187	2810.93539974476	484.45901212653	279.746256285189	180.506033551566	386.636001604389	67.7994475257434	99.17225879655
PhillipsElectricUniWhiteIPA50x	3253.22990871335	4410.51993005726	550.792359165721	216.06806730776	106.353838083564	238.241351896548	50.00994370203	153.458856338277
ArsenalSaisonNoireFut100x	129.727276396426	2800.53675252831	2831.13924551428	1133.8084228971	688.387886220785	374.138383976946	325.020770816698	29.5268958658433
CanoeDarkAle100x	1775.21869893957	3971.4230484585	2602.03421122374	2098.01960975181	1873.4313054241	1197.09727136472	1001.04922313428	217.242927407894
