Beer	Fmax1	Fmax2	Fmax3	Fmax4	Fmax5	Fmax6	Fmax7	Fmax8
SuttonIroquois100x	221.413041005565	4389.37372567158	5565.64061331949	1876.18954126588	1288.07753762397	632.659071527414	632.261447222737	17.0855233970133
DDCSolsticeDete50x	1998.39102481744	4813.31136867318	4259.34298160811	128.384786855964	230.38531252404	542.867260584488	113.534265014623	292.129503055729
UnibrouePomme50x	1131.44488512362	3611.32907416541	4989.01558760512	308.382424082763	306.730934917079	157.070537833565	87.6685102175228	195.889136205279
UnibroueFramboise50x	3126.18594192734	4585.66458615923	1751.67130484845	317.669632255324	339.401597513291	235.893967928642	151.900305292363	238.059966008766
UnibroueCassis50x	1228.42946649757	3592.40745046426	4168.94927409171	298.448989702503	250.630042166481	102.634524748063	89.2287489986199	164.634363603988
LDFBlanche50x	943.113591666199	2458.4307721927	5520.79436825514	210.460435268095	131.469628012538	16.700867356021	72.7246954413277	130.723686242348
RiverbendKolsch50x	3000.1208559013	3716.06451958499	629.207450683499	236.123505188134	129.183456194023	104.35979000836	69.6577788982072	123.101386116615
AbriTempeteBotaOuelle50x	6296.98121427127	6203.58443312464	412.85823534405	376.62910349817	237.255457057444	344.664272014565	85.8600929551134	291.488587233284
UnibroueTroisPistoles100x	956.80397357219	4774.57865165567	5095.03707088574	854.813880146816	723.5504483642	443.166870387732	348.058024508551	225.48476495455
EspacePubliqueGazebo50x	4207.78516420803	4406.65286332489	1824.24441822935	280.096374694883	216.531293016	213.447571219224	127.281967902285	243.915235228545
PitCaribouLessep50x	2653.28378764361	3111.4057377384	964.401153467877	296.884532261832	189.328269619219	193.457499502749	79.1312300094453	124.267289993683
UnibroueFinDuMonde50x	1066.07212533336	2892.19161530164	2987.81019009358	359.448840457183	283.677648629342	298.430961967951	119.087077883141	144.996111255771
VroodenHelle50x	6812.78844446267	5591.7616117115	0	314.56541720636	190.209296964178	317.817399372124	101.261744494186	205.576539358043
MultiBrasseLaRueeVersGould50x	167.641036579199	3257.4898690508	3860.88423058031	835.670309731363	678.895889630929	253.245865450878	339.783482005057	130.446633175794
LSJBeluette50x	1523.51934216363	3664.76234601997	3714.20409701796	220.596492205412	173.894073671697	28.3566980593797	120.500296296415	141.846624698008
VagabondBonBaiserDePrague50x	2650.06406889825	4224.98401623665	789.51132845561	426.133213245236	301.803715949105	207.451119121628	126.341994989026	109.87893071525
